v0,width
29679453.342,0.5552941530217782
29699439.50586667,0.5533559535347913
29719425.669733334,0.5514177540478042
29739411.8336,0.5494795545608173
29759397.99746667,0.5475413550738303
29779384.161333334,0.5436649560998562
29799370.3252,0.5397885571258821
29819356.489066668,0.5349430584084147
29839342.652933333,0.52815936020396
29859328.816800002,0.520406562256012
29879314.980666667,0.5097464650775836
29899301.144533332,0.4942408691816875
29919287.3084,0.47001337559434986
29939273.47226667,0.42931118636762255
29949266.5542,0.3953926953453499
29953549.3036,0.3750416007319864
29957832.053,0.34984500740115526
29959259.63613333,0.3411231097097137
29962114.8024,0.31883381560936314
29966397.5518,0.27716252663914237
29970680.3012,0.2199856417730256
29974963.0506,0.1376121635760777
29979245.8,0.022289294100350587
29983528.549399998,0.27716252663914237
29987811.2988,1.2675824644895046
29992094.0482,1.569941584459478
29996376.797599997,1.6872026534221918
29999231.963866666,1.7094919475225425
30000659.547,1.6678206585523219
30004942.296399996,1.569941584459478
30009225.045799997,1.1609814927052189
30019218.127733335,0.9148301578578686
30039204.2916,0.7675269968468559
30059190.455466665,0.7103501119807392
30079176.619333338,0.681277119675934
30099162.7832,0.6618951248060637
30119148.947066665,0.6492968281406483
30139135.110933337,0.6405749304492068
30159121.274800003,0.6328221325012586
30179107.438666664,0.6279766337837912
30199093.602533337,0.6231311350663236
30219079.766400002,0.6192547360923497
30239065.930266667,0.6173165366053626
30259052.094133336,0.6134401376313886
30279038.258,0.6115019381444016
