omega0,L_int,width,label
4709128918272133.0,1.8204447493099756e-05,1.8245815503281138,"$1.25\,\omega_0$"
4709128918272133.0,2.5361833638077836e-05,1.816817373518207,"$1.25\,\omega_0$"
4709128918272133.0,3.533326708922886e-05,1.7974069314934396,"$1.25\,\omega_0$"
4709128918272133.0,4.922513809586688e-05,1.7624681358488588,"$1.25\,\omega_0$"
4709128918272133.0,6.85788329292605e-05,1.7042368097745573,"$1.25\,\omega_0$"
4709128918272133.0,9.554175991909122e-05,1.5722458040061407,"$1.25\,\omega_0$"
4709128918272133.0,0.00013310561726608984,1.3587309417337017,"$1.25\,\omega_0$"
4709128918272133.0,0.00018543833987138587,1.0636922229572408,"$1.25\,\omega_0$"
4709128918272133.0,0.00025834655667094974,0.753125150560966,"$1.25\,\omega_0$"
4709128918272133.0,0.00035991987088553,0.5240819346687134,"$1.25\,\omega_0$"
4709128918272133.0,0.0005014284499377004,0.3687983984705761,"$1.25\,\omega_0$"
4709128918272133.0,0.0006985735180119866,0.2639820115368334,"$1.25\,\omega_0$"
4709128918272133.0,0.000973229500895443,0.18634024343776476,"$1.25\,\omega_0$"
4709128918272133.0,0.0013558711245005152,0.13199100576841663,"$1.25\,\omega_0$"
4709128918272133.0,0.0018889547681845238,0.0931701217188823,"$1.25\,\omega_0$"
4709128918272133.0,0.002631629254263754,0.06599550288420847,"$1.25\,\omega_0$"
4709128918272133.0,0.0036662987640264572,0.04658506085944115,"$1.25\,\omega_0$"
4709128918272133.0,0.005107766075074469,0.03493879564458094,"$1.25\,\omega_0$"
4709128918272133.0,0.007115970616925247,0.01941044202476717,"$1.25\,\omega_0$"
4709128918272133.0,0.009913734708417566,0.011646265214860212,"$1.25\,\omega_0$"
5650954701926560.0,6.609156472278377e-07,1.871166611187555,"$1.5\,\omega_0$"
5650954701926560.0,9.207658018815713e-07,1.871166611187555,"$1.5\,\omega_0$"
5650954701926560.0,1.2827804357041458e-06,1.871166611187555,"$1.5\,\omega_0$"
5650954701926560.0,1.787127240024239e-06,1.871166611187555,"$1.5\,\omega_0$"
5650954701926560.0,2.4897665127574977e-06,1.8672845227826014,"$1.5\,\omega_0$"
5650954701926560.0,3.468660288544734e-06,1.8672845227826014,"$1.5\,\omega_0$"
5650954701926560.0,4.8324226933238975e-06,1.8672845227826014,"$1.5\,\omega_0$"
5650954701926560.0,6.7323713319729965e-06,1.8672845227826014,"$1.5\,\omega_0$"
5650954701926560.0,9.379316882645474e-06,1.8672845227826014,"$1.5\,\omega_0$"
5650954701926560.0,1.3066953803823737e-05,1.863402434377648,"$1.5\,\omega_0$"
5650954701926560.0,1.8204447493099756e-05,1.8556382575677413,"$1.5\,\omega_0$"
5650954701926560.0,2.5361833638077836e-05,1.8401099039479274,"$1.5\,\omega_0$"
5650954701926560.0,3.533326708922886e-05,1.816817373518207,"$1.5\,\omega_0$"
5650954701926560.0,4.922513809586688e-05,1.7702323126587654,"$1.5\,\omega_0$"
5650954701926560.0,6.85788329292605e-05,1.6537696605101628,"$1.5\,\omega_0$"
5650954701926560.0,9.554175991909122e-05,1.4557831518575377,"$1.5\,\omega_0$"
5650954701926560.0,0.00013310561726608984,1.1762727867008902,"$1.5\,\omega_0$"
5650954701926560.0,0.00018543833987138587,0.8618236258996623,"$1.5\,\omega_0$"
5650954701926560.0,0.00025834655667094974,0.6094878795776889,"$1.5\,\omega_0$"
5650954701926560.0,0.00035991987088553,0.42702972454487775,"$1.5\,\omega_0$"
5650954701926560.0,0.0005014284499377004,0.30668498399132116,"$1.5\,\omega_0$"
5650954701926560.0,0.0006985735180119866,0.2173969506773923,"$1.5\,\omega_0$"
5650954701926560.0,0.000973229500895443,0.15528353619813737,"$1.5\,\omega_0$"
5650954701926560.0,0.0013558711245005152,0.10869847533869621,"$1.5\,\omega_0$"
5650954701926560.0,0.0018889547681845238,0.07764176809906868,"$1.5\,\omega_0$"
5650954701926560.0,0.002631629254263754,0.054349237669347954,"$1.5\,\omega_0$"
5650954701926560.0,0.0036662987640264572,0.03493879564458094,"$1.5\,\omega_0$"
5650954701926560.0,0.005107766075074469,0.02717461883467413,"$1.5\,\omega_0$"
5650954701926560.0,0.007115970616925247,0.01941044202476717,"$1.5\,\omega_0$"
5650954701926560.0,0.009913734708417566,0.011646265214860212,"$1.5\,\omega_0$"
7534606269235413.0,6.609156472278377e-07,1.9022233184271824,"$2.0\,\omega_0$"
7534606269235413.0,9.207658018815713e-07,1.9022233184271824,"$2.0\,\omega_0$"
7534606269235413.0,1.2827804357041458e-06,1.9022233184271824,"$2.0\,\omega_0$"
7534606269235413.0,1.787127240024239e-06,1.9022233184271824,"$2.0\,\omega_0$"
7534606269235413.0,2.4897665127574977e-06,1.9022233184271824,"$2.0\,\omega_0$"
7534606269235413.0,3.468660288544734e-06,1.9022233184271824,"$2.0\,\omega_0$"
7534606269235413.0,4.8324226933238975e-06,1.9022233184271824,"$2.0\,\omega_0$"
7534606269235413.0,6.7323713319729965e-06,1.9022233184271824,"$2.0\,\omega_0$"
7534606269235413.0,9.379316882645474e-06,1.898341230022229,"$2.0\,\omega_0$"
7534606269235413.0,1.3066953803823737e-05,1.8905770532123223,"$2.0\,\omega_0$"
7534606269235413.0,1.8204447493099756e-05,1.878930787997462,"$2.0\,\omega_0$"
7534606269235413.0,2.5361833638077836e-05,1.8595203459726946,"$2.0\,\omega_0$"
7534606269235413.0,3.533326708922886e-05,1.8051711083033466,"$2.0\,\omega_0$"
7534606269235413.0,4.922513809586688e-05,1.6887084561547436,"$2.0\,\omega_0$"
7534606269235413.0,6.85788329292605e-05,1.4829577706922115,"$2.0\,\omega_0$"
7534606269235413.0,9.554175991909122e-05,1.1918011403207038,"$2.0\,\omega_0$"
7534606269235413.0,0.00013310561726608984,0.8812340679244295,"$2.0\,\omega_0$"
7534606269235413.0,0.00018543833987138587,0.6288983216024561,"$2.0\,\omega_0$"
7534606269235413.0,0.00025834655667094974,0.44255807816469134,"$2.0\,\omega_0$"
7534606269235413.0,0.00035991987088553,0.31833124920618155,"$2.0\,\omega_0$"
7534606269235413.0,0.0005014284499377004,0.22516112748729908,"$2.0\,\omega_0$"
7534606269235413.0,0.0006985735180119866,0.16304771300804416,"$2.0\,\omega_0$"
7534606269235413.0,0.000973229500895443,0.11646265214860302,"$2.0\,\omega_0$"
7534606269235413.0,0.0013558711245005152,0.08152385650402208,"$2.0\,\omega_0$"
7534606269235413.0,0.0018889547681845238,0.05823132607430151,"$2.0\,\omega_0$"
7534606269235413.0,0.002631629254263754,0.042702972454487745,"$2.0\,\omega_0$"
7534606269235413.0,0.0036662987640264572,0.02717461883467413,"$2.0\,\omega_0$"
7534606269235413.0,0.005107766075074469,0.01941044202476717,"$2.0\,\omega_0$"
7534606269235413.0,0.007115970616925247,0.011646265214860212,"$2.0\,\omega_0$"
7534606269235413.0,0.009913734708417566,0.011646265214860212,"$2.0\,\omega_0$"
