L_int_m,gamma_db_per_cm,width
0.1,0,0.2332681017612525
0.16504756670204687,0,0.2332681017612525
0.2724069927426661,0,0.2332681017612525
0.44960111304799183,0,0.2332681017612525
0.7420556969510295,0,0.2332681017612525
1.2247448713915892,0,0.2332681017612525
2.0214116085399314,0,0.2332681017612525
3.336290672927862,0,0.2332681017612525
5.506466573774781,0,0.2332681017612525
9.088289091276847,0,0.2332681017612525
15.000000000000004,0,0.23639921722113505
0.1,30,0.2332681017612525
0.16504756670204687,30,0.2332681017612525
0.2724069927426661,30,0.2332681017612525
0.44960111304799183,30,0.2332681017612525
0.7420556969510295,30,0.2332681017612525
1.2247448713915892,30,0.2332681017612525
2.0214116085399314,30,0.2332681017612525
3.336290672927862,30,0.2332681017612525
5.506466573774781,30,0.2332681017612525
9.088289091276847,30,0.2332681017612525
15.000000000000004,30,0.2332681017612525
0.1,100,0.2332681017612525
0.16504756670204687,100,0.2332681017612525
0.2724069927426661,100,0.2332681017612525
0.44960111304799183,100,0.2332681017612525
0.7420556969510295,100,0.2332681017612525
1.2247448713915892,100,0.2332681017612525
2.0214116085399314,100,0.2332681017612525
3.336290672927862,100,0.2332681017612525
5.506466573774781,100,0.2332681017612525
9.088289091276847,100,0.2332681017612525
15.000000000000004,100,0.2332681017612525
0.1,0,0.2332681017612525
1.095,0,0.2332681017612525
2.09,0,0.2332681017612525
3.0849999999999995,0,0.2332681017612525
4.079999999999999,0,0.2348336594911938
5.074999999999999,0,0.2332681017612525
6.0699999999999985,0,0.23639921722113505
7.064999999999999,0,0.2332681017612525
8.059999999999999,0,0.24266144814090024
9.054999999999998,0,0.2332681017612525
10.049999999999999,0,0.23639921722113505
11.044999999999998,0,0.2332681017612525
12.039999999999997,0,0.2348336594911938
13.034999999999998,0,0.2332681017612525
14.029999999999998,0,0.2332681017612525
15.024999999999999,0,0.2332681017612525
16.02,0,0.2332681017612525
17.015,0,0.2348336594911938
18.009999999999998,0,0.2332681017612525
19.005,0,0.23639921722113505
20.0,0,0.2332681017612525
0.1,30,0.2332681017612525
1.095,30,0.2332681017612525
2.09,30,0.2332681017612525
3.0849999999999995,30,0.2332681017612525
4.079999999999999,30,0.2332681017612525
5.074999999999999,30,0.2332681017612525
6.0699999999999985,30,0.2332681017612525
7.064999999999999,30,0.2332681017612525
8.059999999999999,30,0.2332681017612525
9.054999999999998,30,0.2332681017612525
10.049999999999999,30,0.2332681017612525
11.044999999999998,30,0.2332681017612525
12.039999999999997,30,0.2332681017612525
13.034999999999998,30,0.2332681017612525
14.029999999999998,30,0.2332681017612525
15.024999999999999,30,0.2332681017612525
16.02,30,0.2332681017612525
17.015,30,0.2332681017612525
18.009999999999998,30,0.2332681017612525
19.005,30,0.2332681017612525
20.0,30,0.2332681017612525
0.1,100,0.2332681017612525
1.095,100,0.2332681017612525
2.09,100,0.2332681017612525
3.0849999999999995,100,0.2332681017612525
4.079999999999999,100,0.2332681017612525
5.074999999999999,100,0.2332681017612525
6.0699999999999985,100,0.2332681017612525
7.064999999999999,100,0.2332681017612525
8.059999999999999,100,0.2332681017612525
9.054999999999998,100,0.2332681017612525
10.049999999999999,100,0.2332681017612525
11.044999999999998,100,0.2332681017612525
12.039999999999997,100,0.2332681017612525
13.034999999999998,100,0.2332681017612525
14.029999999999998,100,0.2332681017612525
15.024999999999999,100,0.2332681017612525
16.02,100,0.2332681017612525
17.015,100,0.2332681017612525
18.009999999999998,100,0.2332681017612525
19.005,100,0.2332681017612525
20.0,100,0.2332681017612525
