L_int_m,v_0_m_per_s,width
0.1,146392819.0515279,"[9.38849531e+17 9.49986553e+17 9.61176167e+17 ... 6.50201821e+18
 6.45671056e+18 6.41132468e+18]"
0.12589254117941673,146392819.0515279,"[6.75446138e+17 6.84402596e+17 6.93417621e+17 ... 6.48272168e+18
 6.43704527e+18 6.39130884e+18]"
0.15848931924611134,146392819.0515279,"[4.73410542e+17 4.79897915e+17 4.86439720e+17 ... 6.42319411e+18
 6.37723627e+18 6.33124401e+18]"
0.19952623149688797,146392819.0515279,"[3.80978178e+17 3.85619187e+17 3.90297959e+17 ... 6.30013807e+18
 6.25416084e+18 6.20818211e+18]"
0.251188643150958,146392819.0515279,"[3.56151770e+17 3.60292157e+17 3.64455430e+17 ... 6.09981351e+18
 6.05423426e+18 6.00869179e+18]"
0.31622776601683794,146392819.0515279,"[3.18696404e+17 3.22721665e+17 3.26773091e+17 ... 5.84989446e+18
 5.80511158e+18 5.76040278e+18]"
0.3981071705534973,146392819.0515279,"[2.88561722e+17 2.92089196e+17 2.95641483e+17 ... 5.60055148e+18
 5.55680830e+18 5.51316796e+18]"
0.5011872336272724,146392819.0515279,"[2.71596625e+17 2.74967812e+17 2.78361519e+17 ... 5.39865892e+18
 5.35596045e+18 5.31338130e+18]"
0.6309573444801934,146392819.0515279,"[2.57505449e+17 2.60688742e+17 2.63893408e+17 ... 5.25660242e+18
 5.21474587e+18 5.17301663e+18]"
0.7943282347242815,146392819.0515279,"[2.46702753e+17 2.49757288e+17 2.52832618e+17 ... 5.15480691e+18
 5.11355814e+18 5.07244213e+18]"
1.0,146392819.0515279,"[2.38373869e+17 2.41328588e+17 2.44303475e+17 ... 5.07610640e+18
 5.03531059e+18 4.99465223e+18]"
1.2589254117941675,146392819.0515279,"[2.31887264e+17 2.34763349e+17 2.37659090e+17 ... 5.01446351e+18
 4.97402151e+18 4.93372070e+18]"
1.584893192461114,146392819.0515279,"[2.26808049e+17 2.29623007e+17 2.32457264e+17 ... 4.96625446e+18
 4.92608964e+18 4.88606892e+18]"
1.9952623149688797,146392819.0515279,"[2.22825076e+17 2.25591917e+17 2.28377748e+17 ... 4.92842737e+18
 4.88848002e+18 4.84867906e+18]"
2.511886431509581,146392819.0515279,"[2.19690490e+17 2.22419464e+17 2.25167210e+17 ... 4.89866748e+18
 4.85889124e+18 4.81926318e+18]"
3.1622776601683795,146392819.0515279,"[2.17220326e+17 2.19919507e+17 2.22637260e+17 ... 4.87520776e+18
 4.83556637e+18 4.79607458e+18]"
3.981071705534973,146392819.0515279,"[2.15269617e+17 2.17945223e+17 2.20639258e+17 ... 4.85668479e+18
 4.81714990e+18 4.77776573e+18]"
5.011872336272725,146392819.0515279,"[2.13727399e+17 2.16384414e+17 2.19059750e+17 ... 4.84204136e+18
 4.80259066e+18 4.76329156e+18]"
6.309573444801933,146392819.0515279,"[2.12507137e+17 2.15149418e+17 2.17809924e+17 ... 4.83045363e+18
 4.79106956e+18 4.75183778e+18]"
7.943282347242818,146392819.0515279,"[2.11540679e+17 2.14171325e+17 2.16820125e+17 ... 4.82127668e+18
 4.78194537e+18 4.74276690e+18]"
10.0,146392819.0515279,"[2.10774843e+17 2.13396222e+17 2.16035706e+17 ... 4.81400443e+18
 4.77471492e+18 4.73557870e+18]"
