L_int,loss,width
0.004679259560155686,0.0,0.6745098039215687
0.007131543213509403,0.0,0.6745098039215687
0.010869007789014343,0.0,0.6745098039215687
0.01656518467053089,0.0,0.6745098039215687
0.02524658630258244,0.0,0.6713725490196079
0.03847769479247927,0.0,0.668235294117647
0.058642898441748685,0.0,0.6588235294117648
0.0893761842074132,0.0,0.6431372549019608
0.13621602130413488,0.0,0.6180392156862746
0.2076034530280329,0.0,0.5898039215686275
0.316403263702244,0.0,0.5145098039215686
0.48222235141683145,0.0,0.3513725490196079
0.7349431023088685,0.0,0.20078431372549027
1.1201085184964539,0.0,0.12549019607843143
1.7071295577396184,0.0,0.07843137254901958
2.601793735860682,0.0,0.05019607843137263
3.965329176847625,0.0,0.03137254901960789
6.0434596578646795,0.0,0.021960784313725525
9.210686681319448,0.0,0.012549019607843158
14.037778680467062,0.0,0.009411764705882368
0.004679259560155686,0.5,0.6745098039215687
0.007131543213509403,0.5,0.6745098039215687
0.010869007789014343,0.5,0.6745098039215687
0.01656518467053089,0.5,0.6745098039215687
0.02524658630258244,0.5,0.6713725490196079
0.03847769479247927,0.5,0.668235294117647
0.058642898441748685,0.5,0.6619607843137256
0.0893761842074132,0.5,0.6431372549019608
0.13621602130413488,0.5,0.6211764705882354
0.2076034530280329,0.5,0.5929411764705883
0.316403263702244,0.5,0.5490196078431372
0.48222235141683145,0.5,0.45176470588235307
0.7349431023088685,0.5,0.33882352941176475
1.1201085184964539,0.5,0.24784313725490198
1.7071295577396184,0.5,0.20392156862745098
2.601793735860682,0.5,0.18509803921568632
3.965329176847625,0.5,0.16941176470588237
6.0434596578646795,0.5,0.1631372549019608
9.210686681319448,0.5,0.16000000000000003
14.037778680467062,0.5,0.15686274509803924
0.004679259560155686,1.0,0.6745098039215687
0.007131543213509403,1.0,0.6745098039215687
0.010869007789014343,1.0,0.6745098039215687
0.01656518467053089,1.0,0.6745098039215687
0.02524658630258244,1.0,0.6713725490196079
0.03847769479247927,1.0,0.668235294117647
0.058642898441748685,1.0,0.6619607843137256
0.0893761842074132,1.0,0.6462745098039216
0.13621602130413488,1.0,0.6243137254901961
0.2076034530280329,1.0,0.6023529411764706
0.316403263702244,1.0,0.5741176470588235
0.48222235141683145,1.0,0.5270588235294118
0.7349431023088685,1.0,0.4800000000000001
1.1201085184964539,1.0,0.4454901960784315
1.7071295577396184,1.0,0.423529411764706
2.601793735860682,1.0,0.41098039215686283
3.965329176847625,1.0,0.40156862745098043
6.0434596578646795,1.0,0.39843137254901967
9.210686681319448,1.0,0.3921568627450981
14.037778680467062,1.0,0.38901960784313727
0.004679259560155686,1.5,0.6745098039215687
0.007131543213509403,1.5,0.6745098039215687
0.010869007789014343,1.5,0.6745098039215687
0.01656518467053089,1.5,0.6745098039215687
0.02524658630258244,1.5,0.6713725490196079
0.03847769479247927,1.5,0.668235294117647
0.058642898441748685,1.5,0.6619607843137256
0.0893761842074132,1.5,0.6494117647058825
0.13621602130413488,1.5,0.6305882352941178
0.2076034530280329,1.5,0.6086274509803923
0.316403263702244,1.5,0.5898039215686275
0.48222235141683145,1.5,0.567843137254902
0.7349431023088685,1.5,0.5490196078431372
1.1201085184964539,1.5,0.5333333333333333
1.7071295577396184,1.5,0.523921568627451
2.601793735860682,1.5,0.5176470588235295
3.965329176847625,1.5,0.5145098039215686
6.0434596578646795,1.5,0.5113725490196078
9.210686681319448,1.5,0.5113725490196078
14.037778680467062,1.5,0.4423529411764707
