loss,label,L_int,width
0.0,0 dB/cm,0.0004679259560155685,0.6772838299951148
0.0,0 dB/cm,0.0013501534654304073,0.6772838299951148
0.0,0 dB/cm,0.003895732555073494,0.6772838299951148
0.0,0 dB/cm,0.011240745981288398,0.6768930141670738
0.0,0 dB/cm,0.03243404633906332,0.6722032242305814
0.0,0 dB/cm,0.09358519120311372,0.6428920371275038
0.0,0 dB/cm,0.2700306930860815,0.5530043966780654
0.0,0 dB/cm,0.7791465110146989,0.1922813873961896
0.0,0 dB/cm,2.2481491962576796,0.06253053248656576
0.0,0 dB/cm,6.486809267812665,0.021104054714215947
0.0,0 dB/cm,18.717038240622745,0.0074255007327796736
0.5,5 dB/cm,0.0004679259560155685,0.6772838299951148
0.5,5 dB/cm,0.0013501534654304073,0.6772838299951148
0.5,5 dB/cm,0.003895732555073494,0.6772838299951148
0.5,5 dB/cm,0.011240745981288398,0.6768930141670738
0.5,5 dB/cm,0.03243404633906332,0.6722032242305814
0.5,5 dB/cm,0.09358519120311372,0.6440644846116269
0.5,5 dB/cm,0.2700306930860815,0.5741084513922814
0.5,5 dB/cm,0.7791465110146989,0.32320468978993655
0.5,5 dB/cm,2.2481491962576796,0.1918905715681485
0.5,5 dB/cm,6.486809267812665,0.16609672691744015
0.5,5 dB/cm,18.717038240622745,0.15867122618466048
1.0,10 dB/cm,0.0004679259560155685,0.6772838299951148
1.0,10 dB/cm,0.0013501534654304073,0.6772838299951148
1.0,10 dB/cm,0.003895732555073494,0.6772838299951148
1.0,10 dB/cm,0.011240745981288398,0.6768930141670738
1.0,10 dB/cm,0.03243404633906332,0.6722032242305814
1.0,10 dB/cm,0.09358519120311372,0.6464093795798731
1.0,10 dB/cm,0.2700306930860815,0.5881778212017588
1.0,10 dB/cm,0.7791465110146989,0.47327796775769426
1.0,10 dB/cm,2.2481491962576796,0.416218856863703
1.0,10 dB/cm,6.486809267812665,0.3958964338055691
1.0,10 dB/cm,18.717038240622745,0.3431362970200293
1.5,1.5 dB/cm,0.0004679259560155685,0.6772838299951148
1.5,1.5 dB/cm,0.0013501534654304073,0.6772838299951148
1.5,1.5 dB/cm,0.003895732555073494,0.6772838299951148
1.5,1.5 dB/cm,0.011240745981288398,0.6768930141670738
1.5,1.5 dB/cm,0.03243404633906332,0.6725940400586224
1.5,1.5 dB/cm,0.09358519120311372,0.6487542745481193
1.5,1.5 dB/cm,0.2700306930860815,0.5971665852467025
1.5,1.5 dB/cm,0.7791465110146989,0.5459697117733269
1.5,1.5 dB/cm,2.2481491962576796,0.5213483146067416
1.5,1.5 dB/cm,6.486809267812665,0.5127503663898387
1.5,1.5 dB/cm,18.717038240622745,0.2622374206155349
