loss,label,L_int,width
0.0,0 dB/cm,0.00023696670552765515,632.3400097703958
0.0,0 dB/cm,0.0008031382875963841,632.3400097703958
0.0,0 dB/cm,0.002722032648286843,632.3400097703958
0.0,0 dB/cm,0.009225636297971013,632.3400097703958
0.0,0 dB/cm,0.031267944253353205,631.1675622862726
0.0,0 dB/cm,0.10597473239280242,621.3971665852467
0.0,0 dB/cm,0.35917436127965824,576.0625305324867
0.0,0 dB/cm,1.2173300077086329,295.847581827064
0.0,0 dB/cm,4.125829979590542,72.30092818759167
0.0,0 dB/cm,13.983449773434334,20.322423058133854
0.0,0 dB/cm,47.39334110553101,6.253053248656594
0.01,0.01 dB/cm,0.00023696670552765515,632.3400097703958
0.01,0.01 dB/cm,0.0008031382875963841,632.3400097703958
0.01,0.01 dB/cm,0.002722032648286843,632.3400097703958
0.01,0.01 dB/cm,0.009225636297971013,632.3400097703958
0.01,0.01 dB/cm,0.031267944253353205,631.1675622862726
0.01,0.01 dB/cm,0.10597473239280242,621.3971665852467
0.01,0.01 dB/cm,0.35917436127965824,576.0625305324867
0.01,0.01 dB/cm,1.2173300077086329,296.238397655105
0.01,0.01 dB/cm,4.125829979590542,72.30092818759167
0.01,0.01 dB/cm,13.983449773434334,23.83976551050313
0.01,0.01 dB/cm,47.39334110553101,10.942843185148963
0.1,0.1 dB/cm,0.00023696670552765515,632.3400097703958
0.1,0.1 dB/cm,0.0008031382875963841,632.3400097703958
0.1,0.1 dB/cm,0.002722032648286843,632.3400097703958
0.1,0.1 dB/cm,0.009225636297971013,632.3400097703958
0.1,0.1 dB/cm,0.031267944253353205,631.1675622862726
0.1,0.1 dB/cm,0.10597473239280242,621.3971665852467
0.1,0.1 dB/cm,0.35917436127965824,576.4533463605276
0.1,0.1 dB/cm,1.2173300077086329,353.2975085490962
0.1,0.1 dB/cm,4.125829979590542,110.21006350757206
0.1,0.1 dB/cm,13.983449773434334,71.91011235955061
0.1,0.1 dB/cm,47.39334110553101,64.48461162677084
0.5,0.5 dB/cm,0.00023696670552765515,632.3400097703958
0.5,0.5 dB/cm,0.0008031382875963841,632.3400097703958
0.5,0.5 dB/cm,0.002722032648286843,632.3400097703958
0.5,0.5 dB/cm,0.009225636297971013,632.3400097703958
0.5,0.5 dB/cm,0.031267944253353205,631.1675622862726
0.5,0.5 dB/cm,0.10597473239280242,621.7879824132878
0.5,0.5 dB/cm,0.35917436127965824,582.7063996091842
0.5,0.5 dB/cm,1.2173300077086329,525.6472887151929
0.5,0.5 dB/cm,4.125829979590542,462.72594040058624
0.5,0.5 dB/cm,13.983449773434334,445.53004396678074
0.5,0.5 dB/cm,47.39334110553101,277.0884220810943
