v0,width
9241397.967314813,0.6718124084025404
9309852.767072702,0.6694675134342941
9378307.566830589,0.6671226184660478
9446762.366588477,0.6647777234978016
9515217.166346366,0.6624328285295553
9583671.966104252,0.6589154860771861
9652126.765862139,0.655398143624817
9720581.565620026,0.6507083536883244
9789036.365377914,0.6436736687835856
9857491.165135803,0.6342940889106008
9925945.96489369,0.6249145090376159
9994400.764651576,0.6073277967757695
10062855.564409465,0.581533952125061
10131310.364167351,0.5381533952125062
10165537.764046295,0.5006350757205665
10180206.6497087,0.4783585735222277
10194875.535371104,0.44904738641915004
10199765.16392524,0.43849535906204185
10209544.42103351,0.41270151441133357
10224213.306695912,0.3658036150464094
10238882.192358317,0.2978016609672691
10253551.078020722,0.19697117733268196
10268219.963683126,0.09145090376160239
10282888.84934553,0.5229115779189057
10297557.735007936,1.6062530532486565
10312226.62067034,1.918124084025403
10326895.506332746,1.9732291157791892
10336674.763441015,1.9474352711284806
10341564.391995149,1.907572056668295
10356233.277657554,1.4468001954079142
10370902.163319958,1.2240351734245236
10405129.563198902,1.0247191011235954
10473584.362956788,0.8863702979970689
10542039.162714679,0.8312652662432828
10610493.962472565,0.8019540791402052
10678948.762230452,0.7820224719101123
10747403.56198834,0.7702979970688814
10815858.361746227,0.7609184171958964
10884313.161504114,0.7527112848070348
10952767.961262,0.7468490473864191
11021222.761019891,0.7433317049340497
11089677.560777778,0.7398143624816804
11158132.360535664,0.7362970200293113
11226587.160293553,0.733952125061065
11295041.96005144,0.7316072300928188
